pron,offset
fung6,2467323
sok2,2469849
bäng6,2472375
wæk2,2474587
ngang4,2477008
nung1,2479220
sau2,2481537
ngäu2,2484376
päk2,2487111
yeng4,2488801
gwong2,2491327
tung2,2493748
zi2,2496274
bæng1,2499531
hek2,2501848
häng6,2504060
dæk6,2506586
fäu2,2508589
zi6,2511219
niu1,2513954
bai6,2516062
guk6,2518379
säp2,2520278
cäk2,2522595
tai4,2524912
lü1,2527124
süng4,2529545
käu4,2531966
su2,2534178
züng1,2537226
li1,2540065
bäu2,2542382
heng1,2544908
suk2,2547329
bo2,2549646
beng2,2552172
huk6,2554489
to1,2556492
gü2,2558809
zöi6,2561335
dæng6,2563756
so4,2565968
geng2,2568389
mok6,2570810
yung4,2573127
tüng2,2575130
zöng1,2577551
gäng6,2580495
gwæk2,2582812
mäu4,2584920
säu4,2587237
süng1,2589658
wung2,2592393
cäu2,2595128
beng1,2598176
ling1,2600597
gæng2,2602914
bo1,2605335
läp6,2607756
lüng6,2609655
zau2,2611972
na2,2615020
be1,2617023
tam2,2619340
fi1,2621657
gäu6,2624183
so2,2626604
lung6,2629130
ngäk2,2631551
fok2,2633345
zöng6,2635662
miu6,2638501
giu6,2641027
yap6,2643344
ta1,2645243
häm2,2647246
bung6,2649772
gäm2,2652089
pæng1,2654510
ceng2,2656931
päng1,2659666
lim1,2662087
yäi4,2664404
gwung1,2666616
hong4,2669142
zung1,2671250
ba6,2674089
gwa2,2675988
häng2,2678305
dung6,2680935
lam6,2683252
bäu1,2685255
ziu1,2687676
pa4,2690515
ma4,2692518
ong1,2694521
gäp2,2696942
hai4,2698736
cöng2,2701157
läng4,2703996
lüng2,2706313
tæng4,2708734
läk6,2710946
ngäi6,2712845
ngang6,2715475
kok2,2717478
cäu4,2719586
häi6,2722112
zäp2,2724220
ngong1,2726537
tam4,2729167
uk2,2731170
tuk2,2733278
da2,2735177
cam4,2737389
zek2,2739810
ng1,2742858
läp2,2745697
ging1,2747596
zäk2,2749913
fäu4,2752230
yöi2,2754442
kwäi2,2757072
gwuk2,2759598
la1,2761601
bik2,2763604
gäu1,2765503
pai4,2768029
cäm2,2770450
zim2,2773289
mo4,2776233
bæk6,2778654
ging2,2780657
lek2,2783078
si4,2785290
däi2,2788547
zü2,2791073
läng6,2794226
zäi1,2796752
ding2,2799382
au1,2801594
däp2,2804433
säi1,2806436
siu4,2809171
hap6,2811697
di1,2813700
tu2,2816226
döi1,2818856
ci2,2821277
däi1,2824325
ni6,2826537
fung1,2828958
dim2,2831379
sü6,2833696
ngäk6,2836535
töi4,2838329
zuk2,2840750
fik6,2842753
yim4,2845070
nöi6,2847387
mæng2,2849808
ngäu4,2852438
yäu2,2854650
yim2,2857280
cong1,2859701
bong2,2862958
wa4,2865588
fo1,2867591
dap2,2870117
wæng2,2872225
co1,2874960
yöi1,2878113
hæng2,2880639
cän2,2883060
ngæng6,2885795
säi2,2888216
lek6,2891055
zeng6,2893163
e6,2895898
fäng1,2898424
täu1,2901054
