pron,offset
leng4,2770830
ngi6,2773147
gung1,2775882
fui4,2778199
ngo4,2780620
säp6,2783146
gwo1,2785463
häi1,2787780
sü4,2790201
zek6,2793354
käi2,2795775
säk2,2798196
mäu4,2800408
da1,2802829
mak6,2804832
cü4,2806940
gwong1,2809779
döi6,2812096
go1,2814517
cæng2,2816520
bäng1,2819255
lo4,2821572
sing2,2823680
nam4,2826519
zæk2,2828731
mäi4,2831048
pi2,2833574
long4,2835786
kwäi1,2838103
pong1,2840524
gæk2,2843050
nau4,2845053
gwæk2,2847474
fæng4,2849477
lok6,2852316
dong1,2854424
dim6,2856845
seng2,2859057
læng2,2861896
pu2,2864526
no6,2867261
ng6,2869473
fæng2,2871894
fäi6,2874733
säu4,2877154
