pron,offset
li1 hoi3,4173901
zok5 pa4,4178935
zui4 yi4,4183237
ngiok6 but5 gim1 fung1,4187853
cam1 kau3 vun2 hien4,4195812
sam1 set5 toi2,4206592
ho2 tau4,4215283
kiu4 fan4,4219376
ng3 gok5,4223783
cong2 con2,4228608
li3 hang2 zi1 piau4,4234791
kui4 but5 sin2 giun1,4245154
co4 gai3,4256457
zo4 bien1 hang2,4261908
tai4 go4 zai3,4270285
man1 bau4,4277722
bi1 ngin2 da3,4282024
gok5 det5 yiu1,4289356
suk6 tuk6,4296479
coi4 gin1,4300572
liong2 gok5 hi4,4306859
gin1 zi4 lun4 tan2,4312415
sui3 gong1,4319016
fan1 hi4,4324676
sam1 ton2,4329187
liong1 yong4,4335474
luk6 kat6,4339776
pau1 but5 pin2,4344078
hak5 hi4,4350261
cau2 sien1,4354772
tin4 kiuk6,4361373
sin2 gin1 gau1 zit5,4366093
zun1 zong3,4374366
gung1 zok5 song4,4379922
pin2 go3 fut6,4385478
lu4 fo3 zung1 sau1,4390929
sa2 biang3,4399097
zin1 hau3 cai3,4404026
zo4 nga2,4411463
tiau2 hi4,4416288
gui1 zung1 mit6 yiu1,4421948
lin2 yi4,4430221
liong1 sam1 gi4,4435255
dam1 dai4,4441438
ho4 zoi4,4445740
da3 ziam1,4450878
get5 tu4,4455494
cung1 gung1 ngiap6,4459796
gim4 ya4,4465979
ca1 fui4,4470490
cong2 ki2 fan4 piau4,4475315
hi4 set5,4482334
sin2 con2,4487472
vu2 min2 fo3 hi3,4495013
min2 zu4,4503077
ngoi2 sang1,4508528
hiau3 bui1,4514606
vui2 fui1 zok5 dai3,4520371
fong2 zung1 sut6,4526658
gui3 va4 lien2 pien1,4532423
tam4 coi4,4542054
yin1 muk5 fa1 tau4,4547610
tiam4 dong4,4553584
hiuk5 yong1,4557886
ciu4 yau4,4563860
hok6 ngiap6 yiu1 sin2,4568476
zin4 sit5 teu2 piau4,4578943
hang2 ha4 san1,4588365
ngiuk5 gon1,4596429
lip5 ma2,4601567
sin2 su4,4606705
sit6 ngiuk5 ciu4,4612261
von3 zai3 ci4,4618339
het6 vu1,4623686
siong1 yang3 sin2 ci4,4628302
yi3 sin2,4635843
go4 ti3 fu4,4641608
boi4 zit5 gut5 lok6,4647582
cong2 cun1,4653869
tui1 cu2,4660156
tam4 gam1,4664563
bak5 tuk6 but5 cim1,4669492
sit6 sin2,4676093
con2 tien4,4681544
sin2 gung1 gam3,4686995
sen1 do1 zuk5 sau3,4693909
hau3 lan2 gai3 sit5,4701346
yiu1 tit6,4707947
lui4 hong2,4713294
lan2 len2 ko3 gui4,4718432
fen2 gon1,4727645
zi3 tin4,4734664
da3 siang3 zin1 sin2,4739280
cong2 gung1,4748493
det5 ngin2 siak5,4755930
song1 gu3,4763994
liong1 go4 zung1,4770177
tiap6 giok5,4776778
ngi1 tiau4,4780871
zin4 pi2,4786740
liang3 lam2 tai4 hok6,4791983
zon4 zo3,4798793
gim4 yuk6 zu3 ngi4,4804871
sin2 liau3,4813875
liu2 hang2,4819535
